example_type,selection_rule,lineage_id,project,distribution,comparison_distribution,assessment_family,u_states,p_states,e_states,analysis_classification
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,debian,arch,RestrictAddressFamilies,[],"[""{\""description\"": \""Service may allocate Internet sockets\"", \""exposure\"": \""0.3\"", \""set\"": false}"",""{\""description\"": \""Service may allocate netlink sockets\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may allocate packet sockets\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service may allocate local sockets\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may allocate exotic sockets\"", \""exposure\"": \""0.3\"", \""set\"": false}""]","[""{\""description\"": \""Service may allocate Internet sockets\"", \""exposure\"": \""0.3\"", \""set\"": false}"",""{\""description\"": \""Service may allocate netlink sockets\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may allocate packet sockets\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service may allocate local sockets\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may allocate exotic sockets\"", \""exposure\"": \""0.3\"", \""set\"": false}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,debian,arch,RestrictNamespaces,[],"[""{\""description\"": \""Service may create cgroup namespaces\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may create IPC namespaces\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may create file system namespaces\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may create network namespaces\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may create process namespaces\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may create user namespaces\"", \""exposure\"": \""0.3\"", \""set\"": false}"",""{\""description\"": \""Service may create hostname namespaces\"", \""exposure\"": \""0.1\"", \""set\"": false}""]","[""{\""description\"": \""Service may create cgroup namespaces\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may create IPC namespaces\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may create file system namespaces\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may create network namespaces\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may create process namespaces\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may create user namespaces\"", \""exposure\"": \""0.3\"", \""set\"": false}"",""{\""description\"": \""Service may create hostname namespaces\"", \""exposure\"": \""0.1\"", \""set\"": false}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,debian,arch,RestrictRealtime,[],"[""{\""description\"": \""Service may acquire realtime scheduling\"", \""exposure\"": \""0.1\"", \""set\"": false}""]","[""{\""description\"": \""Service may acquire realtime scheduling\"", \""exposure\"": \""0.1\"", \""set\"": false}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,debian,arch,RestrictSUIDSGID,[],"[""{\""description\"": \""Service may create SUID/SGID files\"", \""exposure\"": \""0.2\"", \""set\"": false}""]","[""{\""description\"": \""Service may create SUID/SGID files\"", \""exposure\"": \""0.2\"", \""set\"": false}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,debian,arch,SystemCallArchitectures,[],"[""{\""description\"": \""Service may execute system calls with all ABIs\"", \""exposure\"": \""0.2\"", \""set\"": false}""]","[""{\""description\"": \""Service may execute system calls with all ABIs\"", \""exposure\"": \""0.2\"", \""set\"": false}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,debian,arch,SystemCallFilter,[],"[""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}""]","[""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service does not filter system calls\"", \""exposure\"": \""0.2\"", \""set\"": false}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,CapabilityBoundingSet,[],"[""{\""description\"": \""Service has audit subsystem access\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may establish wake locks\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may load BPF programs\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may change file ownership/access mode/capabilities unrestricted\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service may override UNIX file/IPC permission checks\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service may lock memory into RAM\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may send UNIX signals to arbitrary processes\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may create file leases\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may mark files immutable\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may adjust SMACK MAC\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service cannot create device nodes\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service has network configuration privileges\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service has elevated networking privileges\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may change UID/GID identities/capabilities\"", \""exposure\"": \""0.3\"", \""set\"": false}"",""{\""description\"": \""Service has no access to kernel logging\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service has administrator privileges\"", \""exposure\"": \""0.3\"", \""set\"": false}"",""{\""description\"": \""Service may issue reboot()\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may issue chroot()\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service cannot load kernel modules\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service has privileges to change resource use parameters\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may use acct()\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service has ptrace() debugging abilities\"", \""exposure\"": \""0.3\"", \""set\"": false}"",""{\""description\"": \""Service has no raw I/O access\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service processes cannot change the system clock\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service may issue vhangup()\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service cannot program timers that wake up the system\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service has audit subsystem access\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may establish wake locks\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may load BPF programs\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may change file ownership/access mode/capabilities unrestricted\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service may override UNIX file/IPC permission checks\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service may lock memory into RAM\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may send UNIX signals to arbitrary processes\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may create file leases\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may mark files immutable\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may adjust SMACK MAC\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service cannot create device nodes\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service has network configuration privileges\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""Service has elevated networking privileges\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may change UID/GID identities/capabilities\"", \""exposure\"": \""0.3\"", \""set\"": false}"",""{\""description\"": \""Service has no access to kernel logging\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service has administrator privileges\"", \""exposure\"": \""0.3\"", \""set\"": false}"",""{\""description\"": \""Service may issue reboot()\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may issue chroot()\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service cannot load kernel modules\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service has privileges to change resource use parameters\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service may use acct()\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service has ptrace() debugging abilities\"", \""exposure\"": \""0.3\"", \""set\"": false}"",""{\""description\"": \""Service has no raw I/O access\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service processes cannot change the system clock\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service may issue vhangup()\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service cannot program timers that wake up the system\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,DeviceAllow,[],"[""{\""description\"": \""Service has a device ACL with some special devices: char-rtc:r\"", \""exposure\"": \""0.1\"", \""set\"": false}""]","[""{\""description\"": \""Service has a device ACL with some special devices: char-rtc:r\"", \""exposure\"": \""0.1\"", \""set\"": false}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,LockPersonality,[],"[""{\""description\"": \""Service cannot change ABI personality\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service cannot change ABI personality\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,MemoryDenyWriteExecute,[],"[""{\""description\"": \""Service cannot create writable executable memory mappings\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service cannot create writable executable memory mappings\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,NoNewPrivileges,[],"[""{\""description\"": \""Service processes cannot acquire new privileges\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service processes cannot acquire new privileges\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,PrivateDevices,[],"[""{\""description\"": \""Service has no access to hardware devices\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service has no access to hardware devices\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,PrivateTmp,[],"[""{\""description\"": \""Service has no access to other software's temporary files\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service has no access to other software's temporary files\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,PrivateUsers,[],"[""{\""description\"": \""Service does not have access to other users\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service does not have access to other users\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,ProcSubset,[],"[""{\""description\"": \""Service has no access to non-process /proc files (/proc subset=)\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service has no access to non-process /proc files (/proc subset=)\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,ProtectClock,[],"[""{\""description\"": \""Service cannot write to the hardware clock or system clock\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service cannot write to the hardware clock or system clock\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,ProtectControlGroups,[],"[""{\""description\"": \""Service cannot modify the control group file system\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service cannot modify the control group file system\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,ProtectHome,[],"[""{\""description\"": \""Service has no access to home directories\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service has no access to home directories\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,ProtectHostname,[],"[""{\""description\"": \""Service cannot change system host/domainname\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service cannot change system host/domainname\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,ProtectKernelLogs,[],"[""{\""description\"": \""Service cannot read from or write to the kernel log ring buffer\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service cannot read from or write to the kernel log ring buffer\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,ProtectKernelModules,[],"[""{\""description\"": \""Service cannot load or read kernel modules\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service cannot load or read kernel modules\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,ProtectKernelTunables,[],"[""{\""description\"": \""Service cannot alter kernel tunables (/proc/sys, \\u2026)\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service cannot alter kernel tunables (/proc/sys, \\u2026)\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,ProtectProc,[],"[""{\""description\"": \""Service has restricted access to process tree (/proc hidepid=)\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service has restricted access to process tree (/proc hidepid=)\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,ProtectSystem,[],"[""{\""description\"": \""Service has strict read-only access to the OS file hierarchy\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service has strict read-only access to the OS file hierarchy\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,RemoveIPC,[],"[""{\""description\"": \""Service user cannot leave SysV IPC objects around\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service user cannot leave SysV IPC objects around\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,RestrictAddressFamilies,[],"[""{\""description\"": \""Service may allocate Internet sockets\"", \""exposure\"": \""0.3\"", \""set\"": false}"",""{\""description\"": \""Service may allocate netlink sockets\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service cannot allocate packet sockets\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service may allocate local sockets\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service cannot allocate exotic sockets\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service may allocate Internet sockets\"", \""exposure\"": \""0.3\"", \""set\"": false}"",""{\""description\"": \""Service may allocate netlink sockets\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service cannot allocate packet sockets\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service may allocate local sockets\"", \""exposure\"": \""0.1\"", \""set\"": false}"",""{\""description\"": \""Service cannot allocate exotic sockets\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,RestrictNamespaces,[],"[""{\""description\"": \""Service cannot create cgroup namespaces\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service cannot create IPC namespaces\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service cannot create file system namespaces\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service cannot create network namespaces\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service cannot create process namespaces\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service cannot create user namespaces\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service cannot create hostname namespaces\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service cannot create cgroup namespaces\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service cannot create IPC namespaces\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service cannot create file system namespaces\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service cannot create network namespaces\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service cannot create process namespaces\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service cannot create user namespaces\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""Service cannot create hostname namespaces\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,RestrictRealtime,[],"[""{\""description\"": \""Service realtime scheduling access is restricted\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service realtime scheduling access is restricted\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,RestrictSUIDSGID,[],"[""{\""description\"": \""SUID/SGID file creation by service is restricted\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""SUID/SGID file creation by service is restricted\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,SystemCallArchitectures,[],"[""{\""description\"": \""Service may execute system calls only with native ABI\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service may execute system calls only with native ABI\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_CROSS_FAMILY_MAGNITUDE,"maximum differing grouped-family count, then proportion, pair, and lineage lexical tie-break",https://i2pd.website::i2pd,https://i2pd.website,arch,debian,SystemCallFilter,[],"[""{\""description\"": \""System call allow list defined for service, and @clock is not included\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""System call allow list defined for service, and @cpu-emulation is not included\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""System call allow list defined for service, and @debug is not included\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""System call allow list defined for service, and @module is not included\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""System call allow list defined for service, and @mount is not included\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""System call allow list defined for service, and @obsolete is not included\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""System call allow list defined for service, and @privileged is included (e.g. chown is allowed)\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""System call allow list defined for service, and @raw-io is not included\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""System call allow list defined for service, and @reboot is not included\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""System call allow list defined for service, and @resources is included (e.g. ioprio_set is allowed)\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""System call allow list defined for service, and @swap is not included\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""System call allow list defined for service, and @clock is not included\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""System call allow list defined for service, and @cpu-emulation is not included\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""System call allow list defined for service, and @debug is not included\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""System call allow list defined for service, and @module is not included\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""System call allow list defined for service, and @mount is not included\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""System call allow list defined for service, and @obsolete is not included\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""System call allow list defined for service, and @privileged is included (e.g. chown is allowed)\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""System call allow list defined for service, and @raw-io is not included\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""System call allow list defined for service, and @reboot is not included\"", \""exposure\"": null, \""set\"": true}"",""{\""description\"": \""System call allow list defined for service, and @resources is included (e.g. ioprio_set is allowed)\"", \""exposure\"": \""0.2\"", \""set\"": false}"",""{\""description\"": \""System call allow list defined for service, and @swap is not included\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
MAXIMUM_RESOLVED_INHERITANCE,"zero changed families, maximum resolved-family count, lexical tie-break; first four families displayed",https://apps.gnome.org/Sysprof::sysprofd,https://apps.gnome.org/Sysprof,arch,,AmbientCapabilities,"[""{\""description\"": \""Service process does not receive ambient capabilities\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service process does not receive ambient capabilities\"", \""exposure\"": null, \""set\"": true}""]","[""{\""description\"": \""Service process does not receive ambient capabilities\"", \""exposure\"": null, \""set\"": true}""]",post-hoc explanatory example selected by pre-declared deterministic rule
