distribution,name,version,architecture,source_name,source_version,homepage,canonical_upstream_id,filename,artifact_url,artifact_sha256,component
ubuntu,blazar-manager,17.0.0-2,all,blazar,17.0.0-2,https://github.com/openstack/blazar,https://github.com/openstack/blazar,pool/universe/b/blazar/blazar-manager_17.0.0-2_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/blazar/blazar-manager_17.0.0-2_all.deb,2694ba3dcda23f35b82df800f1db26d4727495e8144700ed8be706861c9f8d09,universe
ubuntu,blockdomains,0.1-1build1,amd64,blockdomains,0.1-1build1,https://git.rrq.au/rrq/blockdomains.git,https://git.rrq.au/rrq/blockdomains,pool/universe/b/blockdomains/blockdomains_0.1-1build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/blockdomains/blockdomains_0.1-1build1_amd64.deb,6c96706db19d21fdacca029206e78660af91fadbbaabaf4df70d7ad13de27d21,universe
ubuntu,blueman,2.4.4-1build1,amd64,blueman,2.4.4-1build1,https://github.com/blueman-project/blueman,https://github.com/blueman-project/blueman,pool/universe/b/blueman/blueman_2.4.4-1build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/blueman/blueman_2.4.4-1build1_amd64.deb,fec92e53031325b2406b8ce67b7070a9f4c483962b3ae50de9559ee03eed513c,universe
ubuntu,bluemon,1.4-12,amd64,bluemon,1.4-12,http://www.matthew.ath.cx/projects/bluemon/,https://www.matthew.ath.cx/projects/bluemon,pool/universe/b/bluemon/bluemon_1.4-12_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/bluemon/bluemon_1.4-12_amd64.deb,5410eb66015e8685b9c8ea40c3cbfbadcd347b874247870770e725d59b3297fd,universe
ubuntu,bluez,5.85-4,amd64,bluez,5.85-4,http://www.bluez.org,https://www.bluez.org,pool/main/b/bluez/bluez_5.85-4_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/b/bluez/bluez_5.85-4_amd64.deb,7b6017c1c44d17512f383b1b3e36a0cb5fdafff02f8943e9cc92e8addfb768eb,main
ubuntu,bluez-alsa-utils,4.3.1-3.1,amd64,bluez-alsa,4.3.1-3.1,https://github.com/Arkq/bluez-alsa,https://github.com/Arkq/bluez-alsa,pool/universe/b/bluez-alsa/bluez-alsa-utils_4.3.1-3.1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/bluez-alsa/bluez-alsa-utils_4.3.1-3.1_amd64.deb,ed2b5c4b7e04852efd8a06a04d5c32eb55b755d7aa69b8cea7403fbe3736683e,universe
ubuntu,bluez-meshd,5.85-4,amd64,bluez,5.85-4,http://www.bluez.org,https://www.bluez.org,pool/universe/b/bluez/bluez-meshd_5.85-4_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/bluez/bluez-meshd_5.85-4_amd64.deb,7fdff288686745385cb3e0034d88f5db2eb080d709982d6a66d52a5e2fb227e2,universe
ubuntu,boinc-client,8.2.9+dfsg-1build1,amd64,boinc,8.2.9+dfsg-1build1,https://boinc.berkeley.edu/,https://boinc.berkeley.edu,pool/universe/b/boinc/boinc-client_8.2.9+dfsg-1build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/boinc/boinc-client_8.2.9+dfsg-1build1_amd64.deb,01c20a6f4da4f4a59374b7456c4fa317e44d394913366a1f6fa15f7ab65ab363,universe
ubuntu,bolt,0.9.10-1,amd64,bolt,0.9.10-1,https://gitlab.freedesktop.org/bolt/bolt,https://gitlab.freedesktop.org/bolt/bolt,pool/main/b/bolt/bolt_0.9.10-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/b/bolt/bolt_0.9.10-1_amd64.deb,2a91d14abab644e9bb7f0250459e6f5b5c75b109b9244cd12282c753a5d42c1f,main
ubuntu,bootcd,6.9.1,all,bootcd,6.9.1,,,pool/universe/b/bootcd/bootcd_6.9.1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/bootcd/bootcd_6.9.1_all.deb,6c156a962b94ee64b157f5068f8aff6a7bd057dbdb00f2ba764b5362db134794,universe
ubuntu,booth,1.2-3ubuntu2,amd64,booth,1.2-3ubuntu2,https://github.com/ClusterLabs/booth,https://github.com/ClusterLabs/booth,pool/universe/b/booth/booth_1.2-3ubuntu2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/booth/booth_1.2-3ubuntu2_amd64.deb,b0ef8857e1ef72b1aa5e2cfa876928ba98e2b718e857b4d6bfffb8c0e8061c9a,universe
ubuntu,bootparamd,0.17-14build1,amd64,netkit-bootparamd,0.17-14build1,,,pool/universe/n/netkit-bootparamd/bootparamd_0.17-14build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/n/netkit-bootparamd/bootparamd_0.17-14build1_amd64.deb,434615bfcf6184961fe7c81b07bc55fcf42440d31787c9492cf4244d434ceb25,universe
ubuntu,borgmatic,2.0.11-2,all,borgmatic,2.0.11-2,https://torsion.org/borgmatic,https://torsion.org/borgmatic,pool/universe/b/borgmatic/borgmatic_2.0.11-2_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/borgmatic/borgmatic_2.0.11-2_all.deb,bdb6a3f7c9b0af429586fbec4c0ebd62a858b589cc69f91285d1535be20745ed,universe
ubuntu,bosixnet-daemon,2.0-2.2build1,all,bosixnet,2.0-2.2build1,https://github.com/tehnick/bosixnet,https://github.com/tehnick/bosixnet,pool/universe/b/bosixnet/bosixnet-daemon_2.0-2.2build1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/bosixnet/bosixnet-daemon_2.0-2.2build1_all.deb,92ad437cbb2ffec8c15dda2f619ec0a7f1491b4f71dc13ad3133ab7359c64916,universe
ubuntu,bosixnet-webui,2.0-2.2build1,amd64,bosixnet,2.0-2.2build1,https://github.com/tehnick/bosixnet,https://github.com/tehnick/bosixnet,pool/universe/b/bosixnet/bosixnet-webui_2.0-2.2build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/bosixnet/bosixnet-webui_2.0-2.2build1_amd64.deb,3a36f131abc3beac50d4ec27a2e426bd8c8bc3162537834a18ea30fda149c007,universe
ubuntu,boxbackup-client,0.13~~git20231028.g3dd5194+ds-5,amd64,boxbackup,0.13~~git20231028.g3dd5194+ds-5,http://boxbackup.org,https://boxbackup.org,pool/universe/b/boxbackup/boxbackup-client_0.13~~git20231028.g3dd5194+ds-5_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/boxbackup/boxbackup-client_0.13~~git20231028.g3dd5194+ds-5_amd64.deb,4a7e7950042c2c509f50f08707578178a8d0f143857ba4238bf83113b4de6ba3,universe
ubuntu,boxbackup-server,0.13~~git20231028.g3dd5194+ds-5,amd64,boxbackup,0.13~~git20231028.g3dd5194+ds-5,http://boxbackup.org,https://boxbackup.org,pool/universe/b/boxbackup/boxbackup-server_0.13~~git20231028.g3dd5194+ds-5_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/boxbackup/boxbackup-server_0.13~~git20231028.g3dd5194+ds-5_amd64.deb,a8a9e4197e49291b1dcb1890c7963c3d7f9f5ef55ebc72479f0ab76513064bfc,universe
ubuntu,bpfilter,0.5.2-1,amd64,bpfilter,0.5.2-1,https://bpfilter.io/,https://bpfilter.io,pool/universe/b/bpfilter/bpfilter_0.5.2-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/bpfilter/bpfilter_0.5.2-1_amd64.deb,5dc15b7794abbad767fe51a5a7849f594074f8c374aaf9274ad581e05db56077,universe
ubuntu,bpftune,0.0~git20251206.4bcc284-1,amd64,bpftune,0.0~git20251206.4bcc284-1,https://github.com/oracle/bpftune/tree/main,https://github.com/oracle/bpftune,pool/universe/b/bpftune/bpftune_0.0~git20251206.4bcc284-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/bpftune/bpftune_0.0~git20251206.4bcc284-1_amd64.deb,0fee3592afb48fecadf2eb30720516923848f6b17211e6e5f5e22dae867a9c88,universe
ubuntu,brltty,6.7-1ubuntu6,amd64,brltty,6.7-1ubuntu6,https://brltty.com,https://brltty.com,pool/main/b/brltty/brltty_6.7-1ubuntu6_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/b/brltty/brltty_6.7-1ubuntu6_amd64.deb,81b7adffacea9ecf86cab24b66fd0b2bc0f7272106afa285c4b6e3f8891c45d8,main
ubuntu,btrbk,0.32.6-2,all,btrbk,0.32.6-2,https://digint.ch/btrbk/,https://digint.ch/btrbk,pool/universe/b/btrbk/btrbk_0.32.6-2_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/btrbk/btrbk_0.32.6-2_all.deb,df7aaab48853a7361db9c977dfe4109c768f34f61657d7f2fed10c1ca6981806,universe
ubuntu,btrfsd,0.2.2-1build1,amd64,btrfsd,0.2.2-1build1,https://github.com/ximion/btrfsd,https://github.com/ximion/btrfsd,pool/universe/b/btrfsd/btrfsd_0.2.2-1build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/btrfsd/btrfsd_0.2.2-1build1_amd64.deb,5ee96da96430348fcbc64a4cbbad34695118722e74cb3a3abfa4293c1dc60ee2,universe
ubuntu,btrfsmaintenance,0.5.2-1build1,all,btrfsmaintenance,0.5.2-1build1,https://github.com/kdave/btrfsmaintenance,https://github.com/kdave/btrfsmaintenance,pool/universe/b/btrfsmaintenance/btrfsmaintenance_0.5.2-1build1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/btrfsmaintenance/btrfsmaintenance_0.5.2-1build1_all.deb,1a02e03b7ccfcc047830e26c0ff3c8949b72db9205b048f80cdfe25571064321,universe
ubuntu,budgie-sddm-theme,0.22.11,all,budgie-artwork,0.22.11,,,pool/universe/b/budgie-artwork/budgie-sddm-theme_0.22.11_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/budgie-artwork/budgie-sddm-theme_0.22.11_all.deb,29743b9b3fce496ee0c81f98f0daac9730d233bb48b30f3b98052524c62d9e21,universe
ubuntu,buildbot,4.3.0-1,all,buildbot,4.3.0-1,https://buildbot.net,https://buildbot.net,pool/universe/b/buildbot/buildbot_4.3.0-1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/buildbot/buildbot_4.3.0-1_all.deb,b1da4b35400e4d23d2bfc1edbeabbe192838c4f3e11ee775f727040ed0928755,universe
ubuntu,buildbot-worker,4.3.0-1,all,buildbot,4.3.0-1,https://buildbot.net,https://buildbot.net,pool/universe/b/buildbot/buildbot-worker_4.3.0-1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/buildbot/buildbot-worker_4.3.0-1_all.deb,1c2f317b148ebcc07a7a1d2a4103f9f221f78e1bd21e690fc90ad4d4150dee0c,universe
ubuntu,bumblebee,3.2.1-32build1,amd64,bumblebee,3.2.1-32build1,https://launchpad.net/~bumblebee,https://launchpad.net/~bumblebee,pool/universe/b/bumblebee/bumblebee_3.2.1-32build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/bumblebee/bumblebee_3.2.1-32build1_amd64.deb,428180b3c20f80a072f16159e97d3a8cb856ac557cd59d4cdcfa076be1bd8f8a,universe
ubuntu,burp,3.1.4-5,amd64,burp,3.1.4-5,https://burp.grke.net/,https://burp.grke.net,pool/universe/b/burp/burp_3.1.4-5_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/burp/burp_3.1.4-5_amd64.deb,108b4e170cc2feb3504333355e432caf7553ecb295a0b07350e1c7e798a8d056,universe
ubuntu,burrow,1.2.1-4build1,amd64,burrow,1.2.1-4build1,https://github.com/linkedin/Burrow,https://github.com/linkedin/Burrow,pool/universe/b/burrow/burrow_1.2.1-4build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/burrow/burrow_1.2.1-4build1_amd64.deb,914e96b24ebb633a8cae8a4ae2bb8b3241df6c9dd4d0768556c981b5f57a929f,universe
ubuntu,busybox-syslogd,1:1.37.0-7ubuntu1,all,busybox,1:1.37.0-7ubuntu1,http://www.busybox.net,https://www.busybox.net,pool/main/b/busybox/busybox-syslogd_1.37.0-7ubuntu1_all.deb,https://archive.ubuntu.com/ubuntu/pool/main/b/busybox/busybox-syslogd_1.37.0-7ubuntu1_all.deb,c3c9e37f4f36829b88bb3be0565b5e01043f0c9127e6ededdc8dd421531158f6,main
ubuntu,bzflag-server,2.4.30-1build1,amd64,bzflag,2.4.30-1build1,https://www.bzflag.org/,https://www.bzflag.org,pool/universe/b/bzflag/bzflag-server_2.4.30-1build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/b/bzflag/bzflag-server_2.4.30-1build1_amd64.deb,12f3381ed6a6a0b8e71e353fbf71d2c4058be89f63c69e204e4e1646971ea907,universe
ubuntu,c-icap,1:0.5.10-7build1,amd64,c-icap,1:0.5.10-7build1,http://c-icap.sourceforge.net/,https://c-icap.sourceforge.net,pool/universe/c/c-icap/c-icap_0.5.10-7build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/c-icap/c-icap_0.5.10-7build1_amd64.deb,29f7b18fc3b6bf7e4163ebed91b15f15024c0aaedb06b37ca71c5552ff49e48c,universe
ubuntu,caddy,2.6.2-14,amd64,caddy,2.6.2-14,https://github.com/caddyserver/caddy,https://github.com/caddyserver/caddy,pool/universe/c/caddy/caddy_2.6.2-14_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/caddy/caddy_2.6.2-14_amd64.deb,bbde32d3732a999a447b9479c8b4732225c5627f859fd7d68a3230fafc1281bd,universe
ubuntu,calamares-settings-mobian,0.3.6,all,calamares-settings-mobian,0.3.6,https://salsa.debian.org/Mobian-team/calamares-settings-mobian,https://salsa.debian.org/Mobian-team/calamares-settings-mobian,pool/universe/c/calamares-settings-mobian/calamares-settings-mobian_0.3.6_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/calamares-settings-mobian/calamares-settings-mobian_0.3.6_all.deb,bfe9abd07562f1dd2af0216e4f37f964a7ffde157a713a49695e914d52f77f1b,universe
ubuntu,camo,2.3.0+dfsg-3build1,all,camo,2.3.0+dfsg-3build1,https://github.com/atmos/camo,https://github.com/atmos/camo,pool/universe/c/camo/camo_2.3.0+dfsg-3build1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/camo/camo_2.3.0+dfsg-3build1_all.deb,ed5d5680ccdca5562ae4e1aba50e003e3a0a551ef15fcee6fa89afd3283d8171,universe
ubuntu,canid,0.0~git20180613.007c9af-2build4,amd64,canid,0.0~git20180613.007c9af-2build4,https://github.com/britram/canid,https://github.com/britram/canid,pool/universe/c/canid/canid_0.0~git20180613.007c9af-2build4_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/canid/canid_0.0~git20180613.007c9af-2build4_amd64.deb,c4106996d8128eb93f0d9fce76cbbebaa8d1ad99cc887af48054c38033ddda22,universe
ubuntu,canna,3.7p3-26build1,amd64,canna,3.7p3-26build1,,,pool/universe/c/canna/canna_3.7p3-26build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/canna/canna_3.7p3-26build1_amd64.deb,38ff363d8e861ab82b77c3595c32a7892fe0f732f42c4abe74b4597fd0012008,universe
ubuntu,carbon-c-relay,3.7.3-2build3,amd64,carbon-c-relay,3.7.3-2build3,https://github.com/grobian/carbon-c-relay,https://github.com/grobian/carbon-c-relay,pool/universe/c/carbon-c-relay/carbon-c-relay_3.7.3-2build3_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/carbon-c-relay/carbon-c-relay_3.7.3-2build3_amd64.deb,bf001a8945443dfc23ae18b68e073525743597ce316f01ebefd67abdf5f622f1,universe
ubuntu,casper,26.04.2,amd64,casper,26.04.2,,,pool/main/c/casper/casper_26.04.2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/c/casper/casper_26.04.2_amd64.deb,66596b928acefe05d33a144a27df71df51c631559ec8cfb672a174618f5514d8,main
ubuntu,ceilometer-agent-central,2:26.0.0-0ubuntu1,all,ceilometer,2:26.0.0-0ubuntu1,https://opendev.org/openstack/ceilometer,https://opendev.org/openstack/ceilometer,pool/main/c/ceilometer/ceilometer-agent-central_26.0.0-0ubuntu1_all.deb,https://archive.ubuntu.com/ubuntu/pool/main/c/ceilometer/ceilometer-agent-central_26.0.0-0ubuntu1_all.deb,ed5b8b9ac8b5ccf9f6beae3519a39383a0297da8ff960e12798abe2fd110da1e,main
ubuntu,ceilometer-agent-compute,2:26.0.0-0ubuntu1,all,ceilometer,2:26.0.0-0ubuntu1,https://opendev.org/openstack/ceilometer,https://opendev.org/openstack/ceilometer,pool/main/c/ceilometer/ceilometer-agent-compute_26.0.0-0ubuntu1_all.deb,https://archive.ubuntu.com/ubuntu/pool/main/c/ceilometer/ceilometer-agent-compute_26.0.0-0ubuntu1_all.deb,8e32316dbf502c668ca8faa1415a8a55736f11c414845251e091511275902185,main
ubuntu,ceilometer-agent-ipmi,2:26.0.0-0ubuntu1,all,ceilometer,2:26.0.0-0ubuntu1,https://opendev.org/openstack/ceilometer,https://opendev.org/openstack/ceilometer,pool/universe/c/ceilometer/ceilometer-agent-ipmi_26.0.0-0ubuntu1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/ceilometer/ceilometer-agent-ipmi_26.0.0-0ubuntu1_all.deb,7ffca7c88262b9b7f12b1de4b7697bec8100619b9a49d4052a654f5cf3dae088,universe
ubuntu,ceilometer-agent-notification,2:26.0.0-0ubuntu1,all,ceilometer,2:26.0.0-0ubuntu1,https://opendev.org/openstack/ceilometer,https://opendev.org/openstack/ceilometer,pool/universe/c/ceilometer/ceilometer-agent-notification_26.0.0-0ubuntu1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/ceilometer/ceilometer-agent-notification_26.0.0-0ubuntu1_all.deb,204485db22524e8a91095bb26aec7a1a022442e3265f3103f9ee89d9dc20966c,universe
ubuntu,ceilometer-polling,2:26.0.0-0ubuntu1,all,ceilometer,2:26.0.0-0ubuntu1,https://opendev.org/openstack/ceilometer,https://opendev.org/openstack/ceilometer,pool/universe/c/ceilometer/ceilometer-polling_26.0.0-0ubuntu1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/ceilometer/ceilometer-polling_26.0.0-0ubuntu1_all.deb,b7a37dd0aa382d783e06da4aff0f59dffedf56ba26aecf7d5ce6eaa749316205,universe
ubuntu,ceph-base,20.2.0-0ubuntu2,amd64,ceph,20.2.0-0ubuntu2,http://ceph.com/,https://ceph.com,pool/main/c/ceph/ceph-base_20.2.0-0ubuntu2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/c/ceph/ceph-base_20.2.0-0ubuntu2_amd64.deb,eb862bebf3d7033128e6213077966a43f8f18e2c33ec1034279097023fbc0da8,main
ubuntu,ceph-common,20.2.0-0ubuntu2,amd64,ceph,20.2.0-0ubuntu2,http://ceph.com/,https://ceph.com,pool/main/c/ceph/ceph-common_20.2.0-0ubuntu2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/c/ceph/ceph-common_20.2.0-0ubuntu2_amd64.deb,b63f04e3068bca02c08a0b0add3b481e529afab72c634bfa96ff01b5df0e8a4c,main
ubuntu,ceph-exporter,20.2.0-0ubuntu2,amd64,ceph,20.2.0-0ubuntu2,http://ceph.com/,https://ceph.com,pool/universe/c/ceph/ceph-exporter_20.2.0-0ubuntu2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/ceph/ceph-exporter_20.2.0-0ubuntu2_amd64.deb,be864da0ae1eb7dc9b5053ebf556bb338432b67f6f4341ea474c7e5d9c788b4f,universe
ubuntu,ceph-fuse,20.2.0-0ubuntu2,amd64,ceph,20.2.0-0ubuntu2,http://ceph.com/,https://ceph.com,pool/universe/c/ceph/ceph-fuse_20.2.0-0ubuntu2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/ceph/ceph-fuse_20.2.0-0ubuntu2_amd64.deb,28a54c4f21abe8a717df59977d80015e3236ee44a2b1b0c596d972967e5d041d,universe
ubuntu,ceph-immutable-object-cache,20.2.0-0ubuntu2,amd64,ceph,20.2.0-0ubuntu2,http://ceph.com/,https://ceph.com,pool/universe/c/ceph/ceph-immutable-object-cache_20.2.0-0ubuntu2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/ceph/ceph-immutable-object-cache_20.2.0-0ubuntu2_amd64.deb,edbe5631f31ee9061d126d5a5541572fef99dc2d5a011926ab961c5df7e18ce0,universe
ubuntu,ceph-iscsi,3.9-1build1,all,ceph-iscsi,3.9-1build1,https://github.com/ceph/ceph-iscsi,https://github.com/ceph/ceph-iscsi,pool/universe/c/ceph-iscsi/ceph-iscsi_3.9-1build1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/ceph-iscsi/ceph-iscsi_3.9-1build1_all.deb,c9d4e1aaa33692137f8e0110de945d4a80a4589f732475878d84048b5edcf382,universe
ubuntu,ceph-mds,20.2.0-0ubuntu2,amd64,ceph,20.2.0-0ubuntu2,http://ceph.com/,https://ceph.com,pool/main/c/ceph/ceph-mds_20.2.0-0ubuntu2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/c/ceph/ceph-mds_20.2.0-0ubuntu2_amd64.deb,bec8911f27e133cc4dcc77939beaa097c63ad4aa8d396bd3059199f98254f08e,main
ubuntu,ceph-mgr,20.2.0-0ubuntu2,amd64,ceph,20.2.0-0ubuntu2,http://ceph.com/,https://ceph.com,pool/main/c/ceph/ceph-mgr_20.2.0-0ubuntu2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/c/ceph/ceph-mgr_20.2.0-0ubuntu2_amd64.deb,86a1b60ad466635b17f280a34f58a500c006e07fe50e68e88442c9a114cd9362,main
ubuntu,ceph-mon,20.2.0-0ubuntu2,amd64,ceph,20.2.0-0ubuntu2,http://ceph.com/,https://ceph.com,pool/main/c/ceph/ceph-mon_20.2.0-0ubuntu2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/c/ceph/ceph-mon_20.2.0-0ubuntu2_amd64.deb,bfb9a1977f3c54a2aae908de90b42ddb8a07417bf14ed3e8b8af9c891dde248d,main
ubuntu,ceph-osd,20.2.0-0ubuntu2,amd64,ceph,20.2.0-0ubuntu2,http://ceph.com/,https://ceph.com,pool/main/c/ceph/ceph-osd_20.2.0-0ubuntu2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/c/ceph/ceph-osd_20.2.0-0ubuntu2_amd64.deb,9494e8c5ff52592af4d2abcc657cee615b47b6311b03ad138d90fef772310e7d,main
ubuntu,ceph-volume,20.2.0-0ubuntu2,all,ceph,20.2.0-0ubuntu2,http://ceph.com/,https://ceph.com,pool/main/c/ceph/ceph-volume_20.2.0-0ubuntu2_all.deb,https://archive.ubuntu.com/ubuntu/pool/main/c/ceph/ceph-volume_20.2.0-0ubuntu2_all.deb,7ff5ea2a0addfd0bcf3292043fb5d007a06d03c76842effb56cb28071f15a31c,main
ubuntu,certbot,4.0.0-4,all,python-certbot,4.0.0-4,https://certbot.eff.org/,https://certbot.eff.org,pool/universe/p/python-certbot/certbot_4.0.0-4_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/p/python-certbot/certbot_4.0.0-4_all.deb,b201ab3ea38c18e7da0f498dc59332a4d8aa03381edea47082bfe07019565826,universe
ubuntu,certmonger,0.79.21-1,amd64,certmonger,0.79.21-1,https://pagure.io/certmonger/,https://pagure.io/certmonger,pool/universe/c/certmonger/certmonger_0.79.21-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/certmonger/certmonger_0.79.21-1_amd64.deb,75180fdc2eef1d94f1dfe63703671ed599fe58b654257fb8a792153481ec842e,universe
ubuntu,certspotter,0.18.0-1build1,amd64,certspotter,0.18.0-1build1,https://github.com/SSLMate/certspotter,https://github.com/SSLMate/certspotter,pool/universe/c/certspotter/certspotter_0.18.0-1build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/certspotter/certspotter_0.18.0-1build1_amd64.deb,a42a2523f63ecfe6c62b20577fbded5dd99f79deb11818d138121e9ddcbb0f89,universe
ubuntu,cgroup-lite,1.15build1,all,cgroup-lite,1.15build1,,,pool/universe/c/cgroup-lite/cgroup-lite_1.15build1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/cgroup-lite/cgroup-lite_1.15build1_all.deb,221a7b43f376e5cfdb186201a7fb9abe4f9619ed484185f308853aa7e9e8fd4a,universe
ubuntu,charon-systemd,6.0.4-1ubuntu2,amd64,strongswan,6.0.4-1ubuntu2,http://www.strongswan.org,https://www.strongswan.org,pool/main/s/strongswan/charon-systemd_6.0.4-1ubuntu2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/s/strongswan/charon-systemd_6.0.4-1ubuntu2_amd64.deb,9c6c1b15e1b8aae7ca96da9481b198f61e245e9dc0ab9f86140dc7da87b70a44,main
ubuntu,chasquid,1.16.0-1,amd64,chasquid,1.16.0-1,https://blitiri.com.ar/p/chasquid,https://blitiri.com.ar/p/chasquid,pool/universe/c/chasquid/chasquid_1.16.0-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/chasquid/chasquid_1.16.0-1_amd64.deb,a4399a43cc753d4614e5f80f335b4901d6f4d3aff32876f7a7bc1cafb84a6772,universe
ubuntu,chkboot,1.3-8.2build1,all,chkboot,1.3-8.2build1,https://github.com/grazzolini/chkboot,https://github.com/grazzolini/chkboot,pool/universe/c/chkboot/chkboot_1.3-8.2build1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/chkboot/chkboot_1.3-8.2build1_all.deb,772b1a171ea3e27a259d01b93a63514870dc85482598081ab4efd39b43e2062d,universe
ubuntu,chkrootkit,0.58b-6build1,amd64,chkrootkit,0.58b-6build1,https://www.chkrootkit.org/,https://www.chkrootkit.org,pool/universe/c/chkrootkit/chkrootkit_0.58b-6build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/c/chkrootkit/chkrootkit_0.58b-6build1_amd64.deb,ccbe18f17671edaa419cf60666f35efde0a72062ab9ae5fb98e493d51cffc311,universe
ubuntu,chrony,4.8-2ubuntu1,amd64,chrony,4.8-2ubuntu1,https://chrony-project.org,https://chrony-project.org,pool/main/c/chrony/chrony_4.8-2ubuntu1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/c/chrony/chrony_4.8-2ubuntu1_amd64.deb,8f9b022da6acd99a833c75e17a4f22eb0750de88a5e3d9f974855633a5bb62bd,main
ubuntu,cinder-backup,2:28.0.0-0ubuntu1,all,cinder,2:28.0.0-0ubuntu1,https://opendev.org/openstack/cinder,https://opendev.org/openstack/cinder,pool/main/c/cinder/cinder-backup_28.0.0-0ubuntu1_all.deb,https://archive.ubuntu.com/ubuntu/pool/main/c/cinder/cinder-backup_28.0.0-0ubuntu1_all.deb,3cf3f9495419c4d1dbf345c9950eb55640161ab0086e77ba336a3192b891c7e9,main
ubuntu,cinder-scheduler,2:28.0.0-0ubuntu1,all,cinder,2:28.0.0-0ubuntu1,https://opendev.org/openstack/cinder,https://opendev.org/openstack/cinder,pool/main/c/cinder/cinder-scheduler_28.0.0-0ubuntu1_all.deb,https://archive.ubuntu.com/ubuntu/pool/main/c/cinder/cinder-scheduler_28.0.0-0ubuntu1_all.deb,dace7589c699aef8aed66c63f6e6360f61d188bda75356f1922fd86c32d276b5,main
