cohort,lineage_id,canonical_upstream_id,distributions,distribution_count,family_type
C1,https://wiki.gnome.org/Projects/GDM::gdm3,https://wiki.gnome.org/Projects/GDM,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://wiki.gnome.org/phodav::spice-webdavd,https://wiki.gnome.org/phodav,arch;debian;fedora,3,MIXED_OR_GENERAL
C1,https://wiki.nikhef.nl/grid/FetchCRL3::fetch-crl,https://wiki.nikhef.nl/grid/FetchCRL3,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.anope.org::anope,https://www.anope.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.apcupsd.org::apcupsd,https://www.apcupsd.org,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.asterisk.org::asterisk,https://www.asterisk.org,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.atoptool.nl::sh,https://www.atoptool.nl,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.atoptool.nl::upstream-unit::atop-rotate.service,https://www.atoptool.nl,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.atoptool.nl::upstream-unit::atopacct.service,https://www.atoptool.nl,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.bacula.org::bacula-dir,https://www.bacula.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.bacula.org::bacula-fd,https://www.bacula.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.bacula.org::bacula-sd,https://www.bacula.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.bitlbee.org::bitlbee,https://www.bitlbee.org,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.bluez.org::bluetooth-meshd,https://www.bluez.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.bluez.org::bluetoothd,https://www.bluez.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.cipherdyne.org/fwknop::fwknopd,https://www.cipherdyne.org/fwknop,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.cipherdyne.org/psad::psad,https://www.cipherdyne.org/psad,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.clamav.net::clamd,https://www.clamav.net,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.clamav.net::clamonacc,https://www.clamav.net,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.clusterlabs.org::pacemaker-remoted,https://www.clusterlabs.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.clusterlabs.org::pacemakerd,https://www.clusterlabs.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.conserver.com::conserver,https://www.conserver.com,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.cstr.ed.ac.uk/projects/festival::festival,https://www.cstr.ed.ac.uk/projects/festival,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.cyrusimap.org/sasl::saslauthd,https://www.cyrusimap.org/sasl,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.cyrusimap.org::cyrmaster,https://www.cyrusimap.org,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.drbd.org::upstream-unit::scripts/drbd.service,https://www.drbd.org,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.ejabberd.im::sh,https://www.ejabberd.im,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.erlang.org::epmd,https://www.erlang.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.exim.org::exim,https://www.exim.org,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.exim.org::exim4-base,https://www.exim.org,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.eyrie.org/~eagle/software/inn::rc.news,https://www.eyrie.org/~eagle/software/inn,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.fail2ban.org::fail2ban-server,https://www.fail2ban.org,arch;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.finnie.org/software/2ping::upstream-unit::2ping.service,https://www.finnie.org/software/2ping,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.firewalld.org::firewalld,https://www.firewalld.org,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.freedesktop.org/software/PackageKit::packagekitd,https://www.freedesktop.org/software/PackageKit,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.freedesktop.org/software/PackageKit::pk-offline-update,https://www.freedesktop.org/software/PackageKit,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.freedesktop.org/software/colord::colord,https://www.freedesktop.org/software/colord,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.freedesktop.org/wiki/Software/AccountsService::accounts-daemon,https://www.freedesktop.org/wiki/Software/AccountsService,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.freedesktop.org/wiki/Software/ModemManager::ModemManager,https://www.freedesktop.org/wiki/Software/ModemManager,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.freedesktop.org/wiki/Software/Plymouth::systemd-tty-ask-password-agent,https://www.freedesktop.org/wiki/Software/Plymouth,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.freedesktop.org/wiki/Software/dbus::dbus-daemon,https://www.freedesktop.org/wiki/Software/dbus,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.freedesktop.org/wiki/Software/fprint/fprintd::fprintd,https://www.freedesktop.org/wiki/Software/fprint/fprintd,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.freedesktop.org/wiki/Software/udisks::udisksd,https://www.freedesktop.org/wiki/Software/udisks,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.freeipa.org::ipa-epn,https://www.freeipa.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.freeradius.org::freeradius,https://www.freeradius.org,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.frrouting.org::frrinit.sh,https://www.frrouting.org,debian;fedora,2,MIXED_OR_GENERAL
C1,https://www.gluster.org::glusterd,https://www.gluster.org,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.gluster.org::glustereventsd,https://www.gluster.org,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.gluster.org::glusterfsd,https://www.gluster.org,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.gluster.org::mount-shared-storage.sh,https://www.gluster.org,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.gnu.org/software/acct::accton,https://www.gnu.org/software/acct,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.gnu.org/software/freeipmi::bmc-watchdog,https://www.gnu.org/software/freeipmi,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.gnu.org/software/freeipmi::ipmidetectd,https://www.gnu.org/software/freeipmi,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.gnu.org/software/freeipmi::ipmiseld,https://www.gnu.org/software/freeipmi,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.gnu.org/software/inetutils::inetutils-inetd,https://www.gnu.org/software/inetutils,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.gnu.org/software/inetutils::syslogd,https://www.gnu.org/software/inetutils,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.haproxy.org::haproxy,https://www.haproxy.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.imapproxy.org::imapproxyd,https://www.imapproxy.org,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.inet.no/dante::sockd,https://www.inet.no/dante,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.infradead.org/~dhowells/kafs::kafs-preload,https://www.infradead.org/~dhowells/kafs,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.isc.org/downloads/bind::sh,https://www.isc.org/downloads/bind,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.keepalived.org::keepalived,https://www.keepalived.org,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.kernel.org::cpupower,https://www.kernel.org,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.kernel.org::hv_kvp_daemon,https://www.kernel.org,arch;debian;fedora,3,MIXED_OR_GENERAL
C1,https://www.kernel.org::hv_vss_daemon,https://www.kernel.org,arch;debian;fedora,3,MIXED_OR_GENERAL
C1,https://www.kernel.org::usbipd,https://www.kernel.org,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.knot-dns.cz::knotd,https://www.knot-dns.cz,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.knot-resolver.cz::knot-resolver,https://www.knot-resolver.cz,arch;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.knot-resolver.cz::kres-cache-gc,https://www.knot-resolver.cz,debian;fedora,2,MIXED_OR_GENERAL
C1,https://www.lighttpd.net::upstream-unit::doc/systemd/lighttpd.service,https://www.lighttpd.net,arch;debian;fedora,3,MIXED_OR_GENERAL
C1,https://www.linux-pam.org::pam_namespace_helper,https://www.linux-pam.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.linuxptp.org::timemaster,https://www.linuxptp.org,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.lirc.org::irexec,https://www.lirc.org,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.lirc.org::lircd,https://www.lirc.org,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.lirc.org::upstream-unit::systemd/lircd-setup.service,https://www.lirc.org,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.lirc.org::upstream-unit::systemd/lircd-uinput.service,https://www.lirc.org,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.lirc.org::upstream-unit::systemd/lircmd.service,https://www.lirc.org,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.litech.org/radvd::radvd,https://www.litech.org/radvd,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.luanti.org::luantiserver,https://www.luanti.org,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.monitorix.org::monitorix,https://www.monitorix.org,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.msweet.org/lprint::lprint,https://www.msweet.org/lprint,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.mumble.info::mumble-server,https://www.mumble.info,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.musicpd.org/clients/mpdscribble::mpdscribble,https://www.musicpd.org/clients/mpdscribble,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.musicpd.org::mpd,https://www.musicpd.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.netfilter.org/projects/ulogd::ulogd,https://www.netfilter.org/projects/ulogd,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.nico.schottelius.org/software/gpm::gpm,https://www.nico.schottelius.org/software/gpm,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.nlnetlabs.nl/nsd::nsd,https://www.nlnetlabs.nl/nsd,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.nlnetlabs.nl/projects/dnssec-trigger::dnssec-trigger-control-setup,https://www.nlnetlabs.nl/projects/dnssec-trigger,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.nlnetlabs.nl/projects/dnssec-trigger::dnssec-triggerd,https://www.nlnetlabs.nl/projects/dnssec-trigger,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.nordugrid.org::arc-arex-start,https://www.nordugrid.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.nordugrid.org::arc-arex-ws-start,https://www.nordugrid.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.nordugrid.org::arc-datadelivery-service-start,https://www.nordugrid.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.nordugrid.org::upstream-unit::src/hed/daemon/scripts/arched.service,https://www.nordugrid.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.ntpsec.org::ntp-systemd-wrapper,https://www.ntpsec.org,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.ntpsec.org::ntploggps,https://www.ntpsec.org,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.ntpsec.org::ntplogtemp,https://www.ntpsec.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.ntpsec.org::ntpwait,https://www.ntpsec.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.ntpsec.org::rotate-stats,https://www.ntpsec.org,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.ntpsec.org::sh,https://www.ntpsec.org,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.ocsinventory-ng.org::ocsinventory-agent,https://www.ocsinventory-ng.org,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.open-iscsi.com::activate-storage.sh,https://www.open-iscsi.com,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.open-iscsi.com::iscsid,https://www.open-iscsi.com,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.open-iscsi.com::iscsiuio,https://www.open-iscsi.com,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.openbgpd.org::bgpd,https://www.openbgpd.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.openbgpd.org::bgplgd,https://www.openbgpd.org,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.opendkim.org::opendkim,https://www.opendkim.org,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.opendnssec.org::ods-enforcerd,https://www.opendnssec.org,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.opendnssec.org::ods-signerd,https://www.opendnssec.org,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.openldap.org::sh,https://www.openldap.org,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.openldap.org::slapd,https://www.openldap.org,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.openntpd.org::ntpd,https://www.openntpd.org,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.opensmtpd.org::smtpd,https://www.opensmtpd.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.openssh.com/portable.html::sshd,https://www.openssh.com/portable.html,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.partimage.org::partimaged,https://www.partimage.org,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.pgbouncer.org::pgbouncer,https://www.pgbouncer.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.php.net::php-fpm,https://www.php.net,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.postfix.org::cp,https://www.postfix.org,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.postfix.org::postfix,https://www.postfix.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.powerdns.com::ixfrdist,https://www.powerdns.com,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.powerdns.com::pdns_recursor,https://www.powerdns.com,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.powerdns.com::pdns_server,https://www.powerdns.com,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.pps.univ-paris-diderot.fr/~jch/software/babel::babeld,https://www.pps.univ-paris-diderot.fr/~jch/software/babel,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.proftpd.org::proftpd,https://www.proftpd.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.qemu.org::upstream-unit::contrib/systemd/qemu-pr-helper.service,https://www.qemu.org,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.rabbitmq.com::rabbitmq-server,https://www.rabbitmq.com,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.remlab.net/ndisc6::rdnssd,https://www.remlab.net/ndisc6,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.rsyslog.com::rsyslogd,https://www.rsyslog.com,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.rutschle.net/tech/sslh/README.html::sslh,https://www.rutschle.net/tech/sslh/README.html,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.samba.org::ctdbd,https://www.samba.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.samba.org::nmbd,https://www.samba.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.samba.org::samba,https://www.samba.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.samba.org::samba-bgqd,https://www.samba.org,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.samba.org::smbd,https://www.samba.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.samba.org::winbindd,https://www.samba.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.smartmontools.org::smartd,https://www.smartmontools.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.spice-space.org::spice-vdagentd,https://www.spice-space.org,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.sshguard.net::sshguard,https://www.sshguard.net,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.strongswan.org::charon-systemd,https://www.strongswan.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.strongswan.org::ipsec,https://www.strongswan.org,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.stunnel.org::stunnel,https://www.stunnel.org,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.svxlink.org::remotetrx,https://www.svxlink.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.svxlink.org::svxlink,https://www.svxlink.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.svxlink.org::svxlink_gpio_up,https://www.svxlink.org,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.svxlink.org::svxreflector,https://www.svxlink.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.teeworlds.com::sh,https://www.teeworlds.com,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.tinc-vpn.org::true,https://www.tinc-vpn.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://www.tntnet.org::tntnet,https://www.tntnet.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.torproject.org::tor,https://www.torproject.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.torproject.org::true,https://www.torproject.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.transmissionbt.com::transmission-daemon,https://www.transmissionbt.com,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.tvdr.de::vdr,https://www.tvdr.de,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.unix-ag.uni-kl.de/~bloch/acng::apt-cacher-ng,https://www.unix-ag.uni-kl.de/~bloch/acng,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.unrealircd.org::unrealircd,https://www.unrealircd.org,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.varnish-cache.org::varnishd,https://www.varnish-cache.org,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.varnish-cache.org::varnishncsa,https://www.varnish-cache.org,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.wesnoth.org::wesnothd,https://www.wesnoth.org,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.wesnoth.org::wesnothd-1.18,https://www.wesnoth.org,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://www.xrdp.org::xrdp,https://www.xrdp.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.xrdp.org::xrdp-sesman,https://www.xrdp.org,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.yadifa.eu::yadifad,https://www.yadifa.eu,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.yo2loj.ro/hamprojects::ampr-ripd,https://www.yo2loj.ro/hamprojects,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://www.zabbix.com::zabbix_agentd,https://www.zabbix.com,arch;fedora,2,MIXED_OR_GENERAL
C1,https://www.zeroflux.org/projects/knock::knockd,https://www.zeroflux.org/projects/knock,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://xfs.wiki.kernel.org::xfs_healer_start,https://xfs.wiki.kernel.org,arch;fedora,2,MIXED_OR_GENERAL
C1,https://xfs.wiki.kernel.org::xfs_scrub_all,https://xfs.wiki.kernel.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://xfs.wiki.kernel.org::xfs_scrub_fail,https://xfs.wiki.kernel.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://zeroc.com::glacier2router,https://zeroc.com,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://zeroc.com::icegridnode,https://zeroc.com,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://zeroc.com::icegridregistry,https://zeroc.com,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1X,https://apps.gnome.org/Sysprof::sysprofd,https://apps.gnome.org/Sysprof,arch;debian;ubuntu,3,CROSS_FAMILY
C1X,https://arthurdejong.org/nss-pam-ldapd::nslcd,https://arthurdejong.org/nss-pam-ldapd,arch;debian;fedora;ubuntu,4,CROSS_FAMILY
C1X,https://avahi.org::avahi-daemon,https://avahi.org,debian;fedora;ubuntu,3,CROSS_FAMILY
C1X,https://avahi.org::avahi-dnsconfd,https://avahi.org,debian;fedora;ubuntu,3,CROSS_FAMILY
C1X,https://bpfilter.io::upstream-unit::src/bpfilter/bpfilter.service,https://bpfilter.io,fedora;ubuntu,2,CROSS_FAMILY
C1X,https://c-icap.sourceforge.net::c-icap,https://c-icap.sourceforge.net,debian;fedora;ubuntu,3,CROSS_FAMILY
C1X,https://ceph.com::ceph-crash,https://ceph.com,debian;fedora;ubuntu,3,CROSS_FAMILY
C1X,https://ceph.com::rbdmap,https://ceph.com,debian;fedora;ubuntu,3,CROSS_FAMILY
C1X,https://certbot.eff.org::certbot,https://certbot.eff.org,arch;ubuntu,2,CROSS_FAMILY
C1X,https://christophe.varoqui.free.fr::multipathd,https://christophe.varoqui.free.fr,debian;fedora;ubuntu,3,CROSS_FAMILY
C1X,https://christophe.varoqui.free.fr::true,https://christophe.varoqui.free.fr,fedora;ubuntu,2,CROSS_FAMILY
C1X,https://chrony-project.org::upstream-unit::examples/chrony-wait.service,https://chrony-project.org,arch;debian;fedora;ubuntu,4,CROSS_FAMILY
C1X,https://cisofy.com/lynis::lynis,https://cisofy.com/lynis,arch;ubuntu,2,CROSS_FAMILY
C1X,https://cloud-init.io::cloud-init,https://cloud-init.io,arch;ubuntu,2,CROSS_FAMILY
C1X,https://cloud-init.io::upstream-unit::systemd/cloud-config.service,https://cloud-init.io,arch;ubuntu,2,CROSS_FAMILY
C1X,https://cloud-init.io::upstream-unit::systemd/cloud-final.service,https://cloud-init.io,arch;ubuntu,2,CROSS_FAMILY
C1X,https://cloud-init.io::upstream-unit::systemd/cloud-init-hotplugd.service,https://cloud-init.io,arch;ubuntu,2,CROSS_FAMILY
C1X,https://cockpit-project.org::cockpit-tls,https://cockpit-project.org,arch;debian;fedora;ubuntu,4,CROSS_FAMILY
C1X,https://cockpit-project.org::cockpit-ws,https://cockpit-project.org,arch;debian;fedora;ubuntu,4,CROSS_FAMILY
C1X,https://cockpit-project.org::update-issue,https://cockpit-project.org,arch;debian;fedora;ubuntu,4,CROSS_FAMILY
C1X,https://cockpit-project.org::upstream-unit::src/systemd/cockpit-session-socket-user.service,https://cockpit-project.org,arch;debian;fedora;ubuntu,4,CROSS_FAMILY
C1X,https://cockpit-project.org::upstream-unit::src/systemd/cockpit-wsinstance-socket-user.service,https://cockpit-project.org,arch;debian;fedora;ubuntu,4,CROSS_FAMILY
C1X,https://code.forgejo.org/forgejo/runner::forgejo-runner,https://code.forgejo.org/forgejo/runner,arch;fedora,2,CROSS_FAMILY
C1X,https://code.kryo.se/iodine::iodined,https://code.kryo.se/iodine,arch;debian;fedora;ubuntu,4,CROSS_FAMILY
C1X,https://collectd.org::collectd,https://collectd.org,debian;fedora;ubuntu,3,CROSS_FAMILY
C1X,https://conntrack-tools.netfilter.org::conntrackd,https://conntrack-tools.netfilter.org,debian;fedora;ubuntu,3,CROSS_FAMILY
C1X,https://corosync.github.io/corosync::corosync,https://corosync.github.io/corosync,debian;fedora;ubuntu,3,CROSS_FAMILY
C1X,https://corosync.github.io/corosync::corosync-notifyd,https://corosync.github.io/corosync,debian;fedora;ubuntu,3,CROSS_FAMILY
C1X,https://ddclient.net::ddclient,https://ddclient.net,fedora;ubuntu,2,CROSS_FAMILY
C1X,https://deluge-torrent.org::deluge-web,https://deluge-torrent.org,arch;fedora;ubuntu,3,CROSS_FAMILY
C1X,https://deluge-torrent.org::deluged,https://deluge-torrent.org,arch;fedora;ubuntu,3,CROSS_FAMILY
C1X,https://devel.freebsoft.org/speechd::speech-dispatcher,https://devel.freebsoft.org/speechd,debian;fedora;ubuntu,3,CROSS_FAMILY
C1X,https://digint.ch/btrbk::btrbk,https://digint.ch/btrbk,fedora;ubuntu,2,CROSS_FAMILY
C1X,https://dnsdist.org::dnsdist,https://dnsdist.org,arch;debian;fedora;ubuntu,4,CROSS_FAMILY
C1X,https://dun.github.io/munge::munged,https://dun.github.io/munge,debian;fedora;ubuntu,3,CROSS_FAMILY
C1X,https://etckeeper.branchable.com::upstream-unit::systemd/etckeeper.service,https://etckeeper.branchable.com,fedora;ubuntu,2,CROSS_FAMILY
C1X,https://fastnetmon.com::upstream-unit::src/packaging/fedora/fastnetmon.service,https://fastnetmon.com,debian;fedora;ubuntu,3,CROSS_FAMILY
C1X,https://flatpak.org::flatpak-system-helper,https://flatpak.org,arch;debian;fedora;ubuntu,4,CROSS_FAMILY
C1X,https://forgejo.org::forgejo,https://forgejo.org,arch;fedora,2,CROSS_FAMILY
C1X,https://fusioninventory.org::fusioninventory-agent,https://fusioninventory.org,fedora;ubuntu,2,CROSS_FAMILY
C1X,https://gdnsd.org::gdnsd,https://gdnsd.org,arch;debian;ubuntu,3,CROSS_FAMILY
C1X,https://gerbera.io::gerbera,https://gerbera.io,debian;fedora;ubuntu,3,CROSS_FAMILY
C1X,https://git.kernel.org/pub/scm/network/connman/connman::connman-vpnd,https://git.kernel.org/pub/scm/network/connman/connman,arch;debian;ubuntu,3,CROSS_FAMILY
C1X,https://git.kernel.org/pub/scm/network/connman/connman::connmand,https://git.kernel.org/pub/scm/network/connman/connman,arch;debian;ubuntu,3,CROSS_FAMILY
C1X,https://git.kernel.org/pub/scm/network/connman/connman::connmand-wait-online,https://git.kernel.org/pub/scm/network/connman/connman,arch;debian;ubuntu,3,CROSS_FAMILY
C1X,https://github.com/42wim/matterbridge::matterbridge,https://github.com/42wim/matterbridge,arch;fedora,2,CROSS_FAMILY
C1X,https://github.com/AsahiLinux/asahi-scripts::upstream-unit::macsmc-battery/systemd/macsmc-battery-charge-control-end-threshold.service,https://github.com/AsahiLinux/asahi-scripts,fedora;ubuntu,2,CROSS_FAMILY
