pair,family_type,left_distribution,right_distribution,lineage_id,project,different_dimensions,comparable_dimensions,disagreement_proportion,differing,cohort
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://christophe.varoqui.free.fr::true,https://christophe.varoqui.free.fr,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://chrony-project.org::upstream-unit::examples/chrony-wait.service,https://chrony-project.org,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://cockpit-project.org::cockpit-tls,https://cockpit-project.org,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://cockpit-project.org::cockpit-ws,https://cockpit-project.org,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://cockpit-project.org::update-issue,https://cockpit-project.org,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://cockpit-project.org::upstream-unit::src/systemd/cockpit-session-socket-user.service,https://cockpit-project.org,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://cockpit-project.org::upstream-unit::src/systemd/cockpit-wsinstance-socket-user.service,https://cockpit-project.org,4,81,0.04938271604938271,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://code.kryo.se/iodine::iodined,https://code.kryo.se/iodine,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://collectd.org::collectd,https://collectd.org,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://conntrack-tools.netfilter.org::conntrackd,https://conntrack-tools.netfilter.org,2,81,0.024691358024691357,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://corosync.github.io/corosync::corosync,https://corosync.github.io/corosync,1,81,0.012345679012345678,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://corosync.github.io/corosync::corosync-notifyd,https://corosync.github.io/corosync,1,81,0.012345679012345678,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://ddclient.net::ddclient,https://ddclient.net,3,81,0.037037037037037035,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://deluge-torrent.org::deluge-web,https://deluge-torrent.org,1,81,0.012345679012345678,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://deluge-torrent.org::deluged,https://deluge-torrent.org,1,81,0.012345679012345678,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://devel.freebsoft.org/speechd::speech-dispatcher,https://devel.freebsoft.org/speechd,3,81,0.037037037037037035,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://digint.ch/btrbk::btrbk,https://digint.ch/btrbk,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://dnsdist.org::dnsdist,https://dnsdist.org,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://dun.github.io/munge::munged,https://dun.github.io/munge,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://etckeeper.branchable.com::upstream-unit::systemd/etckeeper.service,https://etckeeper.branchable.com,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://fastnetmon.com::upstream-unit::src/packaging/fedora/fastnetmon.service,https://fastnetmon.com,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://flatpak.org::flatpak-system-helper,https://flatpak.org,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://fusioninventory.org::fusioninventory-agent,https://fusioninventory.org,1,81,0.012345679012345678,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://gerbera.io::gerbera,https://gerbera.io,1,81,0.012345679012345678,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/AsahiLinux/asahi-scripts::upstream-unit::macsmc-battery/systemd/macsmc-battery-charge-control-end-threshold.service,https://github.com/AsahiLinux/asahi-scripts,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/COVESA/dlt-daemon::dlt-daemon,https://github.com/COVESA/dlt-daemon,4,81,0.04938271604938271,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/COVESA/dlt-daemon::dlt-system,https://github.com/COVESA/dlt-daemon,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/ClusterLabs/booth::boothd,https://github.com/ClusterLabs/booth,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/ClusterLabs/fence-agents::fence_virtd,https://github.com/ClusterLabs/fence-agents,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/ClusterLabs/pcs::pcs_snmp_agent,https://github.com/ClusterLabs/pcs,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/ClusterLabs/resource-agents::ldirectord,https://github.com/ClusterLabs/resource-agents,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/EGI-Federation/bdii::bdii-slapd-start,https://github.com/EGI-Federation/bdii,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/EGI-Federation/bdii::sh,https://github.com/EGI-Federation/bdii,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/Exa-Networks/exabgp::exabgp,https://github.com/Exa-Networks/exabgp,1,81,0.012345679012345678,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/FoobarOy/foomuuri::upstream-unit::systemd/foomuuri-boot.service,https://github.com/FoobarOy/foomuuri,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/FoobarOy/foomuuri::upstream-unit::systemd/foomuuri-dbus.service,https://github.com/FoobarOy/foomuuri,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/FoobarOy/foomuuri::upstream-unit::systemd/foomuuri-iplist.service,https://github.com/FoobarOy/foomuuri,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/FoobarOy/foomuuri::upstream-unit::systemd/foomuuri-monitor.service,https://github.com/FoobarOy/foomuuri,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/FoobarOy/foomuuri::upstream-unit::systemd/foomuuri.service,https://github.com/FoobarOy/foomuuri,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/Irqbalance/irqbalance::irqbalance,https://github.com/Irqbalance/irqbalance,1,81,0.012345679012345678,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/OpenPrinting/ipp-usb::ipp-usb,https://github.com/OpenPrinting/ipp-usb,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/OpenPrinting/pappl-retrofit::upstream-unit::legacy/legacy-printer-app.service,https://github.com/OpenPrinting/pappl-retrofit,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/PixlOne/logiops::logid,https://github.com/PixlOne/logiops,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/SSSD/sssd::sssd,https://github.com/SSSD/sssd,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/SSSD/sssd::sssd_autofs,https://github.com/SSSD/sssd,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/SSSD/sssd::sssd_ifp,https://github.com/SSSD/sssd,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/SSSD/sssd::sssd_kcm,https://github.com/SSSD/sssd,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/SSSD/sssd::sssd_nss,https://github.com/SSSD/sssd,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/SSSD/sssd::sssd_pac,https://github.com/SSSD/sssd,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/SSSD/sssd::sssd_pam,https://github.com/SSSD/sssd,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/SSSD/sssd::sssd_ssh,https://github.com/SSSD/sssd,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/SSSD/sssd::sssd_sudo,https://github.com/SSSD/sssd,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/Snawoot/postfix-mta-sts-resolver::mta-sts-daemon,https://github.com/Snawoot/postfix-mta-sts-resolver,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/ar-/incron::incrond,https://github.com/ar-/incron,1,81,0.012345679012345678,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/authselect/authselect::upstream-unit::systemd/authselect-apply-changes.service,https://github.com/authselect/authselect,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/blueman-project/blueman::blueman-mechanism,https://github.com/blueman-project/blueman,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/bus1/dbus-broker::dbus-broker-launch,https://github.com/bus1/dbus-broker,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/cdown/zcfan::zcfan,https://github.com/cdown/zcfan,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/ckb-next/ckb-next::ckb-next-daemon,https://github.com/ckb-next/ckb-next,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/cminyard/ser2net::ser2net,https://github.com/cminyard/ser2net,3,81,0.037037037037037035,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/containernetworking/plugins::dhcp,https://github.com/containernetworking/plugins,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/corosync/corosync-qdevice::corosync-qdevice,https://github.com/corosync/corosync-qdevice,1,81,0.012345679012345678,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/corosync/corosync-qdevice::corosync-qnetd,https://github.com/corosync/corosync-qdevice,1,81,0.012345679012345678,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/cronie-crond/cronie::crond,https://github.com/cronie-crond/cronie,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/darrylb123/usbrelay::python3,https://github.com/darrylb123/usbrelay,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/ddccontrol/ddccontrol::ddccontrol_service,https://github.com/ddccontrol/ddccontrol,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/facebookincubator/oomd::oomd,https://github.com/facebookincubator/oomd,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/freeipa/freeipa-healthcheck::upstream-unit::systemd/ipa-healthcheck.service,https://github.com/freeipa/freeipa-healthcheck,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/fwupd/fwupd::fwupd,https://github.com/fwupd/fwupd,1,81,0.012345679012345678,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/fwupd/fwupd::fwupdmgr,https://github.com/fwupd/fwupd,6,81,0.07407407407407407,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/graphite-project/carbon::carbon-cache,https://github.com/graphite-project/carbon,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/gridcf/gct::globus-gridftp-server,https://github.com/gridcf/gct,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/grondo/edac-utils::edac-ctl,https://github.com/grondo/edac-utils,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/gssapi/gssproxy::gssproxy,https://github.com/gssapi/gssproxy,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/hardinfo2/hardinfo2::upstream-unit::tools/hardinfo2.service,https://github.com/hardinfo2/hardinfo2,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/hughsie/passim::passimd,https://github.com/hughsie/passim,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/intel/intel-lpmd::intel_lpmd,https://github.com/intel/intel-lpmd,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/intel/ledmon::ledmon,https://github.com/intel/ledmon,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/intel/qatlib::qatmgr,https://github.com/intel/qatlib,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/kdave/btrfsmaintenance::btrfsmaintenance-refresh-cron.sh,https://github.com/kdave/btrfsmaintenance,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/kdave/btrfsmaintenance::upstream-unit::btrfs-balance.service,https://github.com/kdave/btrfsmaintenance,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/kdave/btrfsmaintenance::upstream-unit::btrfs-defrag.service,https://github.com/kdave/btrfsmaintenance,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/kdave/btrfsmaintenance::upstream-unit::btrfs-scrub.service,https://github.com/kdave/btrfsmaintenance,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/kdave/btrfsmaintenance::upstream-unit::btrfs-trim.service,https://github.com/kdave/btrfsmaintenance,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/ksmtuned/ksmtuned::ksmctl,https://github.com/ksmtuned/ksmtuned,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/ksmtuned/ksmtuned::ksmtuned,https://github.com/ksmtuned/ksmtuned,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/latchset/clevis::clevis-luks-askpass,https://github.com/latchset/clevis,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/libratbag/libratbag::ratbagd,https://github.com/libratbag/libratbag,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/linux-msm/qbootctl::qbootctl,https://github.com/linux-msm/qbootctl,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/linux-msm/tqftpserv::tqftpserv,https://github.com/linux-msm/tqftpserv,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/linux-nvme/nvme-cli::upstream-unit::nvmf-autoconnect/systemd/nvmefc-boot-connections.service,https://github.com/linux-nvme/nvme-cli,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/linux-rdma/rdma-core::ibacm,https://github.com/linux-rdma/rdma-core,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/linux-rdma/rdma-core::iwpmd,https://github.com/linux-rdma/rdma-core,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/linux-rdma/rdma-core::rdma-ndd,https://github.com/linux-rdma/rdma-core,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/linux-rdma/rdma-core::start_on_all_ports,https://github.com/linux-rdma/rdma-core,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/logrotate/logrotate::upstream-unit::examples/logrotate.service,https://github.com/logrotate/logrotate,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/mikebrady/shairport-sync::shairport-sync,https://github.com/mikebrady/shairport-sync,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/nfs-ganesha/nfs-ganesha::bash,https://github.com/nfs-ganesha/nfs-ganesha,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/nfs-ganesha/nfs-ganesha::nfs-ganesha-config.sh,https://github.com/nfs-ganesha/nfs-ganesha,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/open-iscsi/open-isns::isnsd,https://github.com/open-iscsi/open-isns,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/open-iscsi/targetcli-fb::upstream-unit::systemd/targetclid.service,https://github.com/open-iscsi/targetcli-fb,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/open-iscsi/tcmu-runner::upstream-unit::tcmu-runner.service,https://github.com/open-iscsi/tcmu-runner,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/opencryptoki/opencryptoki::pkcsslotd,https://github.com/opencryptoki/opencryptoki,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/oracle/ktls-utils::upstream-unit::systemd/tlshd.service,https://github.com/oracle/ktls-utils,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/pendulum-project/ntpd-rs::ntp-daemon,https://github.com/pendulum-project/ntpd-rs,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/pendulum-project/ntpd-rs::upstream-unit::docs/examples/conf/ntpd-rs-metrics.service,https://github.com/pendulum-project/ntpd-rs,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/phillipberndt/autorandr::upstream-unit::contrib/systemd/autorandr-lid-listener.service,https://github.com/phillipberndt/autorandr,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/phillipberndt/autorandr::upstream-unit::contrib/systemd/autorandr.service,https://github.com/phillipberndt/autorandr,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/pmem/ndctl::upstream-unit::cxl/cxl-monitor.service,https://github.com/pmem/ndctl,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/pmem/ndctl::upstream-unit::ndctl/ndctl-monitor.service,https://github.com/pmem/ndctl,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/polkit-org/polkit::polkitd,https://github.com/polkit-org/polkit,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/prehor/amavisd-milter::amavisd-milter,https://github.com/prehor/amavisd-milter,4,81,0.04938271604938271,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/prometheus/node_exporter::prometheus-node-exporter,https://github.com/prometheus/node_exporter,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/rfjakob/earlyoom::earlyoom,https://github.com/rfjakob/earlyoom,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/rpm-software-management/dnf-plugins-core::upstream-unit::etc/systemd/dnf-system-upgrade-cleanup.service,https://github.com/rpm-software-management/dnf-plugins-core,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/rpm-software-management/dnf-plugins-core::upstream-unit::etc/systemd/dnf-system-upgrade.service,https://github.com/rpm-software-management/dnf-plugins-core,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/rpm-software-management/dnf5::dnf5,https://github.com/rpm-software-management/dnf5,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/rpm-software-management/dnf5::upstream-unit::dnf5/config/systemd/system/dnf5-offline-transaction-cleanup.service,https://github.com/rpm-software-management/dnf5,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/rpm-software-management/dnf5::upstream-unit::dnf5/config/systemd/system/dnf5-offline-transaction.service,https://github.com/rpm-software-management/dnf5,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/rpm-software-management/dnf5::upstream-unit::dnf5daemon-server/dbus/dnf5daemon-server.service,https://github.com/rpm-software-management/dnf5,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/rpm-software-management/dnf5::upstream-unit::etc/systemd/dnf5-makecache.service,https://github.com/rpm-software-management/dnf5,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/rpodgorny/uptimed::uptimed,https://github.com/rpodgorny/uptimed,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/sddm/sddm::sddm,https://github.com/sddm/sddm,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/sezanzeb/input-remapper::upstream-unit::data/input-remapper.service,https://github.com/sezanzeb/input-remapper,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/sharkcz/collectl::collectl,https://github.com/sharkcz/collectl,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/shellinabox/shellinabox::shellinaboxd,https://github.com/shellinabox/shellinabox,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/skeeto/endlessh::endlessh,https://github.com/skeeto/endlessh,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/sysrepo/sysrepo::sysrepo-plugind,https://github.com/sysrepo/sysrepo,3,81,0.037037037037037035,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/systemd/systemd-bootchart::systemd-bootchart,https://github.com/systemd/systemd-bootchart,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/toreanderson/clatd::clatd,https://github.com/toreanderson/clatd,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/trojan-gfw/trojan::trojan,https://github.com/trojan-gfw/trojan,3,81,0.037037037037037035,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/vmatare/thinkfan::thinkfan,https://github.com/vmatare/thinkfan,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/vmatare/thinkfan::upstream-unit::rcscripts/systemd/thinkfan-sleep.service,https://github.com/vmatare/thinkfan,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/vmatare/thinkfan::upstream-unit::rcscripts/systemd/thinkfan-wakeup.service,https://github.com/vmatare/thinkfan,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/vmware/open-vm-tools::VGAuthService,https://github.com/vmware/open-vm-tools,4,81,0.04938271604938271,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/vmware/open-vm-tools::vmtoolsd,https://github.com/vmware/open-vm-tools,4,81,0.04938271604938271,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/wb2osz/direwolf::direwolf,https://github.com/wb2osz/direwolf,3,81,0.037037037037037035,True,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/ximion/btrfsd::btrfsd,https://github.com/ximion/btrfsd,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://github.com/zhuyaliang/group-service::group-admin-daemon,https://github.com/zhuyaliang/group-service,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://gitlab.freedesktop.org/bolt/bolt::boltd,https://gitlab.freedesktop.org/bolt/bolt,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://gitlab.freedesktop.org/hadess/iio-sensor-proxy::iio-sensor-proxy,https://gitlab.freedesktop.org/hadess/iio-sensor-proxy,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://gitlab.freedesktop.org/hadess/low-memory-monitor::low-memory-monitor,https://gitlab.freedesktop.org/hadess/low-memory-monitor,0,81,0.0,False,C1X
Ubuntu ↔ Fedora,CROSS_FAMILY,ubuntu,fedora,https://gitlab.freedesktop.org/hadess/switcheroo-control::switcheroo-control,https://gitlab.freedesktop.org/hadess/switcheroo-control,0,81,0.0,False,C1X
