subset,analysis,supporting_signal,retained_projects,retained_matches,comparable_projects,comparable_matches,differing_matches,divergence_rate,ci_low,ci_high,primary_divergence_rate,absolute_percentage_point_difference_from_primary,analysis_classification,primary_membership_changed,observational_unit
EXECSTART_CORROBORATED,EXECSTART_CORROBORATED,package_owned_normalized_execstart_target_in_two_or_more_members,242,387,242,387,107,0.27648578811369506,0.20779146652434324,0.35912249654696127,0.25426356589147286,2.2222222222222197,matching-construct-validity sensitivity analysis,False,C1X lineage with at least one comparable cross-family pair
UPSTREAM_HASH_CORROBORATED,UPSTREAM_HASH_CORROBORATED,shared_recovered_upstream_artifact_hash,215,422,213,419,57,0.1360381861575179,0.0872813543970263,0.20767908402393717,0.25426356589147286,11.822537973395498,matching-construct-validity sensitivity analysis,False,C1X lineage with at least one comparable cross-family pair
STRONG_SIGNAL_UNION,STRONG_SIGNAL_UNION,byte_identical_unit_or_shared_upstream_hash_or_package_owned_execstart,312,558,310,555,123,0.22162162162162163,0.1609305141282695,0.2997770436046889,0.25426356589147286,3.264194426985123,matching-construct-validity sensitivity analysis,False,C1X lineage with at least one comparable cross-family pair
